source	COPEB	ELK1	GATA3	IRF4	JUN	MAF	MYB	NFATC3	NFKB1	RELA	STAT3	USF2
OXNAD1	1	1	1	1	1	0	1	1	0	0	0	1
MTDH	0	1	1	0	1	0	1	0	1	0	0	0
MTSS1L	0	0	0	0	0	0	0	1	0	0	0	0
TMEM88	1	1	1	1	1	1	1	1	1	1	1	1
MTG1	1	1	1	1	1	1	1	1	1	1	1	1
UBTD2	1	1	0	0	1	0	0	0	1	0	0	0
RCSD1	1	0	1	1	1	0	1	0	0	0	0	0
LOC92249	1	0	0	0	0	0	0	0	0	0	0	0
LMBRD2	0	1	1	0	0	0	0	0	0	0	0	0
MRPS36	0	0	1	1	0	0	0	0	0	0	0	0
ATP6AP1L	0	0	0	0	0	0	0	0	1	1	0	0
ZNF461	0	0	0	0	1	0	0	0	1	1	0	0
ZNF585B	1	1	1	1	1	1	1	1	1	1	1	1
TMEM129	1	1	1	1	1	1	1	1	1	1	1	1
STRADA	0	0	0	0	0	0	0	0	0	0	1	0
C17orf72	0	0	0	0	0	0	0	1	0	0	0	1
C1orf156	1	1	1	1	1	1	1	1	1	1	1	1
GORAB	1	1	1	1	1	1	1	1	1	1	1	1
NAF1	1	1	1	1	1	1	1	1	1	1	1	1
CRB3	1	1	1	1	1	1	1	1	1	1	1	1
SPSB4	1	1	0	1	1	0	0	0	0	0	0	0
ACPL2	0	0	1	0	0	0	1	1	1	0	0	0
MRRF	0	0	1	0	0	0	0	0	0	0	0	1
RBM18	0	0	1	0	1	0	0	0	0	0	0	0
NCRNA00081	1	1	1	1	1	1	1	1	1	1	1	1
CYTSB	1	1	1	1	1	1	1	1	1	1	1	1
G6PC3	0	0	0	0	0	0	0	1	0	0	0	0
ASB16	0	0	0	0	0	0	0	1	0	0	0	0
ZNF764	1	1	1	1	1	1	1	1	1	1	1	1
MOBKL1A	1	1	1	1	1	1	1	1	1	1	1	1
TIMM50	1	1	1	1	1	1	1	1	1	1	1	1
TIFA	1	0	1	1	0	0	0	1	0	0	0	0
LOC92659	1	1	1	1	1	1	1	1	1	1	1	1
C20orf72	1	1	1	1	1	1	1	1	1	1	1	1
DTD1	1	1	0	0	0	0	0	1	1	0	1	0
ARRDC1	0	0	0	0	0	0	0	1	0	0	0	0
WDR85	1	1	1	1	1	1	1	1	1	1	1	1
SLC38A5	0	0	0	0	1	0	0	0	0	1	0	0
HELB	1	1	1	1	0	1	1	0	0	0	0	0
SHKBP1	0	0	0	0	0	0	0	1	0	0	0	0
CENPBD1	0	0	0	0	0	0	1	0	0	0	0	0
HIST3H2A	0	0	1	0	1	0	1	0	0	0	0	0
ZNF276	0	1	0	0	0	0	0	0	0	0	0	0
REEP6	0	0	0	0	0	0	0	1	0	0	0	0
IMP4	1	1	1	1	1	1	1	1	1	1	1	1
HNRPLL	1	0	0	1	1	0	0	0	0	0	1	1
UBE2Q2	0	0	0	0	0	0	0	1	0	0	0	0
CCDC102A	0	0	0	0	1	0	0	0	0	0	0	0
MARCH9	0	0	0	0	0	0	0	0	1	0	0	0
ZBTB47	0	1	0	0	0	0	0	0	1	0	0	0
B3GNT7	1	0	0	0	0	0	0	1	1	0	1	0
COQ10A	1	1	1	1	1	1	1	1	1	1	1	1
NAPRT1	1	1	1	1	1	1	1	1	1	1	1	1
TMEM44	0	0	0	0	0	0	0	0	1	0	0	1
ORAI3	1	0	0	0	0	0	0	0	0	0	0	0
ZNF561	0	0	0	1	0	0	0	0	0	0	0	0
PIGM	1	0	1	1	1	0	0	0	0	0	0	0
IGSF8	0	0	0	0	0	0	0	1	0	0	0	0
C1orf158	1	1	1	1	1	1	1	1	1	1	1	1
PGAP3	0	0	0	0	0	0	0	1	0	0	0	1
HAUS8	1	0	0	0	0	0	0	1	0	0	0	0
FAM125A	1	1	1	1	1	1	1	1	1	1	1	1
SP140L	1	1	1	1	0	0	0	1	0	1	0	0
MMGT1	1	1	1	1	1	1	1	1	1	1	1	1
ARMC6	1	1	1	1	1	1	1	1	1	1	1	1
ZNF670	1	1	1	1	1	1	1	1	1	1	1	1
MAPK1IP1L	0	0	1	0	1	0	0	1	1	1	0	0
ANUBL1	1	1	1	1	1	1	1	1	1	1	1	1
RG9MTD2	1	1	1	1	1	1	1	1	1	1	1	1
CACNA2D4	0	0	0	0	1	0	1	1	1	0	1	0
WDR67	1	1	1	0	1	0	1	1	0	0	0	1
FBXO44	0	0	0	0	0	0	0	1	0	0	0	0
MRFAP1	1	1	1	1	1	1	1	1	1	1	1	1
LOC93622	0	1	0	0	0	0	1	0	0	0	0	0
TADA2B	1	1	1	1	1	1	1	1	1	1	1	1
TBCK	1	0	0	1	0	0	0	0	0	0	0	0
TJAP1	0	0	0	0	0	0	0	1	0	0	0	0
ACRC	1	1	1	1	1	1	1	1	1	1	1	1
ACTR8	0	0	0	1	0	0	0	0	0	0	0	0
ATPIF1	0	0	0	0	1	0	1	1	1	0	0	0
CPA5	1	1	1	1	1	1	1	1	1	1	1	1
PIGS	1	1	1	1	1	1	1	1	1	1	1	1
CAMK2N2	1	1	1	1	1	1	1	1	1	1	1	1
ZNF101	0	0	0	0	0	0	0	1	0	0	0	0
SYAP1	1	1	1	1	1	1	1	1	1	1	1	1
SFXN1	1	0	1	1	1	0	1	1	0	0	0	0
HSPB9	1	1	1	1	1	1	1	1	1	1	1	1
SFXN5	0	0	0	0	0	0	0	1	0	0	0	0
ORMDL1	0	0	1	0	0	0	0	0	0	0	0	0
ORMDL3	1	1	1	1	1	1	1	1	1	1	1	1
C21orf66	1	1	1	1	1	1	1	1	1	1	1	1
TMEM203	1	1	1	1	1	1	1	1	1	1	1	1
SYTL3	1	1	0	0	0	0	0	1	0	0	0	1
ARHGAP12	1	1	1	0	1	0	0	1	1	0	0	0
FOXQ1	1	1	1	1	1	1	1	1	1	1	1	1
GNG8	0	0	0	0	0	1	0	1	0	0	0	0
H2AFV	0	0	1	0	0	0	0	0	0	0	0	0
TP53INP1	0	0	1	0	0	1	1	0	0	0	0	0
TSGA14	1	1	1	1	1	1	1	1	1	1	1	1
LOC96610	0	0	1	0	0	0	0	0	0	0	0	0
LIMS3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
TGS1	0	0	0	0	0	0	0	1	0	0	0	0
MYL12B	0	0	1	1	0	0	0	0	0	0	0	0
EGLN2	0	1	1	1	0	0	1	0	0	0	1	0
PRKCDBP	1	1	1	1	1	1	1	1	1	1	1	1
PRRT2	1	1	1	1	1	1	1	1	1	1	1	1
SAT2	1	1	1	1	1	1	1	1	1	1	1	1
GTF3C6	1	0	0	1	1	0	1	0	0	0	0	0
NCRNA00152	1	1	1	1	1	1	1	1	1	1	1	1
RWDD2A	1	1	1	1	1	1	1	1	1	1	1	1
CMTM7	0	0	1	1	1	0	0	1	1	0	0	0
RDH13	1	1	1	1	1	1	1	1	1	1	1	1
C14orf179	1	1	1	1	1	1	1	1	1	1	1	1
C1orf85	0	0	1	0	0	0	0	0	0	0	0	0
FDX1L	1	1	1	1	1	1	1	1	1	1	1	1
WDR89	1	1	1	1	1	1	1	1	1	1	1	1
C14orf149	1	1	1	1	1	1	1	1	1	1	1	1
TP53RK	1	0	0	0	0	0	0	0	0	0	0	0
CCDC101	1	1	1	1	1	1	1	1	1	1	1	1
VPS26B	1	1	1	1	1	1	1	1	1	1	1	1
NACC1	0	0	1	0	0	0	0	1	0	0	0	0
CCDC104	1	0	0	0	0	0	1	1	0	0	0	0
MED8	1	1	1	1	1	1	1	1	1	1	1	1
KTI12	1	1	1	1	1	1	1	1	1	1	1	1
RPUSD1	0	0	0	0	1	0	0	1	0	0	0	0
PTH2	0	0	0	1	0	0	0	0	1	0	0	0
FAM54A	1	1	1	1	1	1	1	1	1	1	1	1
CDCA5	0	0	0	0	0	0	0	1	0	0	1	0
RPLP0P2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SAAL1	1	1	1	1	1	1	1	1	1	1	1	1
C19orf36	1	1	1	1	1	1	1	1	1	1	1	1
ADAT3	1	1	1	1	1	1	1	1	1	1	1	1
CHST14	0	0	1	0	0	0	1	1	0	0	0	0
CASC4	0	0	0	0	0	0	0	1	0	0	0	0
LOC113230	0	0	0	0	0	0	0	1	0	0	1	0
SLC46A1	0	0	0	0	0	0	0	0	0	0	1	0
C12orf57	1	0	0	0	0	0	0	0	0	0	0	0
LARP4	0	0	1	0	0	0	0	0	0	0	0	0
GLCCI1	1	1	1	1	1	0	1	1	0	0	0	1
SFT2D1	0	0	0	0	0	0	1	0	0	0	0	0
TEX261	1	1	1	1	1	1	1	1	1	1	1	1
C1orf212	1	1	1	1	1	1	1	1	1	1	1	1
ADC	1	1	0	0	0	0	1	1	0	1	0	0
TUBA3D	1	1	1	1	1	1	1	1	1	1	1	1
HELQ	1	0	1	1	0	0	1	0	0	0	0	0
CMTM1	1	1	1	1	1	1	1	1	1	1	1	1
CYP2U1	0	0	0	0	1	0	1	0	0	0	0	0
ADPRHL1	0	0	0	0	0	0	0	0	0	1	0	0
MFSD3	1	1	1	1	1	1	1	1	1	1	1	1
KLHDC7B	0	0	0	0	0	0	0	1	0	0	0	0
C7orf29	1	1	1	1	1	1	1	1	1	1	1	1
PIK3IP1	0	1	0	0	0	0	0	0	0	0	0	1
C1orf59	1	1	1	1	1	1	1	1	1	1	1	1
SLC35A4	1	1	1	1	1	1	1	1	1	1	1	1
ZNF257	1	1	1	1	1	1	1	1	1	1	1	1
TOE1	0	0	0	0	0	0	0	0	1	0	0	0
C21orf88	1	1	1	1	1	1	1	1	1	1	1	1
MCM3APAS	1	1	1	1	1	1	1	1	1	1	1	1
WBSCR22	1	1	1	1	1	1	1	1	1	1	1	1
MGC16384	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SLC2A13	1	1	1	1	1	0	1	1	1	0	0	1
PRO2852	1	1	1	1	1	1	1	1	1	1	1	1
LACTB	1	1	0	0	0	0	0	0	0	0	0	0
EFHC1	0	0	0	0	1	0	0	0	0	0	0	0
NLRP3	1	0	0	0	0	0	0	0	0	0	0	1
TIRAP	1	0	0	0	0	0	0	1	0	0	0	1
MIR155HG	1	0	1	0	0	0	1	0	1	0	1	0
ERMAP	0	0	0	0	0	0	0	1	0	0	0	0
LRRC37B	0	1	0	0	0	0	0	0	0	0	0	1
CARD16	1	0	0	0	0	0	0	0	0	0	0	1
BTBD9	1	1	0	0	0	0	0	0	0	0	1	1
LMTK3	0	0	0	0	0	0	0	1	0	0	0	0
MBD6	0	0	0	0	0	0	1	1	0	0	0	0
SLC25A25	0	0	0	1	0	0	0	0	0	0	0	0
STK11IP	0	0	0	0	0	0	0	1	0	0	0	0
KIAA1908	1	1	1	1	1	1	1	1	1	1	1	1
ESCO1	0	0	0	0	0	0	0	1	0	0	0	0
MYSM1	0	0	0	0	0	0	0	1	0	0	0	0
RNF157	0	0	0	1	0	0	0	0	0	0	0	1
KLHL29	1	1	0	0	0	0	1	1	0	0	0	0
RHPN1	0	0	0	0	0	0	0	1	0	0	0	0
LENG8	0	0	1	0	0	0	0	0	0	0	0	0
PNMA5	1	1	1	1	1	1	1	1	1	1	1	1
PWWP2A	0	0	0	0	0	0	1	0	0	0	0	0
SMYD4	0	0	0	0	1	0	0	1	0	0	0	0
SLAMF6	1	0	1	0	1	0	1	1	0	1	0	1
OSBPL5	0	1	0	0	0	0	1	0	1	1	1	0
OSBPL8	1	0	0	0	1	0	0	0	1	0	0	0
OSBPL9	1	0	1	0	1	0	0	1	0	0	0	1
OSBPL11	0	1	0	0	0	0	0	0	0	0	0	0
C1QTNF3	1	0	0	0	0	0	0	0	0	0	0	0
C1QTNF4	0	0	0	0	0	0	0	0	0	0	1	0
C1QTNF5	1	1	1	1	1	1	1	1	1	1	1	1
C1QTNF6	1	0	0	0	0	0	0	0	0	0	0	1
FBXO32	1	0	0	0	1	0	0	1	1	0	0	0
TMEM123	1	1	0	0	1	0	1	0	0	0	0	1
C5orf26	1	1	1	1	1	1	1	1	1	1	1	1
C8orf40	1	1	1	1	1	1	1	1	1	1	1	1
GPRASP2	1	1	1	1	1	1	1	1	1	1	1	1
MRFAP1L1	1	1	1	1	1	1	1	1	1	1	1	1
PTPMT1	0	0	0	0	0	0	0	1	0	0	0	0
FLYWCH2	1	0	0	0	0	0	0	1	0	0	0	0
C6orf150	1	1	1	1	1	1	1	1	1	1	1	1
NT5C3L	1	1	1	1	1	1	1	1	1	1	1	1
CCDC124	0	0	0	1	1	0	0	0	0	0	1	0
HAUS1	0	0	0	0	0	0	0	0	0	0	0	1
MARCH3	1	0	0	0	0	0	1	1	0	0	0	0
ZNF554	1	1	1	1	1	1	1	1	1	1	1	1
ATG4A	0	0	0	0	0	0	0	0	0	0	1	0
KCTD12	1	0	0	0	0	0	0	1	0	0	0	0
OMA1	1	0	0	1	0	0	0	0	0	0	0	0
SLC25A26	1	1	1	1	1	0	0	0	0	0	0	0
PCMTD1	0	0	0	0	0	0	0	0	0	1	0	0
GPR146	1	1	1	1	1	1	1	1	1	1	1	1
LRRC42	1	0	0	0	0	0	0	1	0	0	0	0
GBP4	0	0	0	0	0	0	0	1	1	0	0	1
GBP5	0	0	0	1	1	0	0	0	0	0	0	0
LRRC56	0	0	0	0	0	0	1	0	1	0	0	0
C7orf30	1	1	1	1	1	1	1	1	1	1	1	1
UHRF2	0	0	1	1	1	0	0	0	0	0	0	0
ZNF689	0	0	0	0	0	0	1	0	0	0	0	0
SLC5A11	1	1	1	1	1	1	1	1	1	1	1	1
TNFRSF13C	0	0	0	0	0	0	0	1	0	0	1	0
SNX26	1	1	1	1	1	1	1	1	1	1	1	1
EVI5L	0	0	0	0	0	0	0	1	0	0	0	0
TRMT61A	0	0	0	0	0	0	0	1	1	1	0	0
RASGRP4	0	0	0	1	0	0	0	1	0	0	0	0
DIS3L	0	0	0	0	0	0	0	0	0	0	0	1
DHRS1	0	0	0	0	0	1	0	0	0	0	0	0
WDFY2	1	0	0	0	0	0	1	0	1	0	0	1
C16orf42	1	1	1	1	1	1	1	1	1	1	1	1
ZNF653	0	0	0	0	0	1	0	1	0	0	0	0
RNF166	0	0	0	0	0	0	0	1	0	1	0	0
C16orf75	1	1	1	1	1	1	1	1	1	1	1	1
LRRC58	0	0	1	0	0	0	0	1	0	0	0	0
LYSMD3	1	1	1	1	1	1	1	1	1	1	1	1
DNTTIP1	1	0	0	0	1	0	0	0	0	0	0	0
DIRC1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF526	1	1	1	1	1	1	1	1	1	1	1	1
KLHDC3	0	0	0	0	0	0	0	1	0	0	0	0
WDR92	0	0	1	0	0	0	1	1	0	0	0	0
NUS1	1	0	0	0	0	0	0	0	0	0	0	0
C20orf108	1	1	1	1	1	1	1	1	1	1	1	1
FAM122A	1	0	0	0	0	0	0	1	0	0	0	0
ZMYND19	0	0	0	1	0	0	0	1	0	0	0	0
FAM36A	1	1	1	1	1	1	1	1	1	1	1	1
ABHD15	0	0	0	0	0	0	0	1	0	0	0	0
TLCD1	1	1	1	1	1	1	1	1	1	1	1	1
C6orf72	1	1	1	1	1	1	1	1	1	1	1	1
C5orf55	1	1	1	1	1	1	1	1	1	1	1	1
RAB39B	1	1	1	1	1	1	1	1	1	1	1	1
TOP1MT	0	0	0	1	0	0	0	1	0	0	0	0
TSEN15	1	0	0	0	0	0	0	1	0	0	0	1
FAM129A	1	0	1	1	1	0	0	1	0	1	1	0
MRGPRF	1	1	1	1	1	1	1	1	1	1	1	1
MRPL53	0	1	0	0	1	0	0	0	1	1	1	0
MRPL54	0	1	0	0	0	0	0	1	0	0	0	0
RPL39L	0	0	1	0	0	0	1	0	1	0	0	0
CNTROB	1	0	0	0	0	0	1	0	1	0	0	0
SNAP47	1	0	0	0	0	0	0	1	0	0	0	0
LEAP2	1	1	1	1	1	1	1	1	1	1	1	1
C6orf192	1	1	1	1	1	1	1	1	1	1	1	1
ACAP3	0	0	0	0	0	0	0	1	0	0	0	0
ARAP2	1	1	1	1	1	0	0	0	0	0	0	1
ARAP1	0	0	0	0	0	1	0	1	1	0	0	0
AGAP2	0	0	0	0	0	0	0	1	0	0	1	0
AGAP1	1	0	0	1	0	0	0	0	1	0	0	0
AGAP3	0	0	0	0	0	0	1	0	0	1	0	0
TADA1	1	0	0	1	0	0	0	0	0	0	0	0
THEM4	1	1	1	1	1	0	1	1	0	0	1	0
CATSPER2	1	1	1	1	1	1	1	1	1	1	1	1
SCGB3A2	1	0	0	0	0	0	0	0	0	0	0	0
WFIKKN1	1	1	1	1	1	1	1	1	1	1	1	1
RAB3IP	0	0	1	0	1	0	0	0	0	0	0	0
HRASLS5	1	1	1	1	1	1	1	1	1	1	1	1
FTSJ3	0	0	0	0	0	0	0	0	0	0	1	0
CIB3	0	0	0	0	0	0	1	0	0	0	0	0
TAGAP	0	0	1	0	1	0	0	1	0	0	0	1
RFFL	0	0	0	1	0	0	0	1	1	1	1	1
ZNF354B	1	0	0	0	0	0	0	0	0	0	0	0
UBE2J2	1	1	1	1	1	1	1	1	1	1	1	1
LOH12CR1	1	1	1	1	1	1	0	1	1	0	1	1
ANTXR2	1	1	1	0	1	0	1	0	0	0	0	1
RPL29P2	1	1	1	1	1	1	1	1	1	1	1	1
RPL23AP7	1	1	1	1	1	1	1	1	1	1	1	1
EXOSC6	1	1	1	1	1	1	1	1	1	1	1	1
ZNF511	1	1	1	1	1	1	1	1	1	1	1	1
CHCHD1	1	1	1	1	1	1	1	1	1	1	1	1
TTC18	0	0	0	0	0	0	1	0	0	0	0	0
PSTK	0	0	0	0	0	0	0	0	0	0	1	0
ZFYVE27	1	0	0	0	0	0	0	1	0	0	0	0
COMTD1	0	0	0	0	0	0	0	1	0	0	0	0
C10orf4	1	1	1	1	1	1	1	1	1	1	1	1
PDZD8	0	0	0	0	0	0	0	1	1	0	0	0
C10orf32	1	1	1	1	1	1	1	1	1	1	1	1
LOC119358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NUDT9P1	1	1	1	1	1	1	1	1	1	1	1	1
C10orf78	1	1	1	1	1	1	1	1	1	1	1	1
CTAGEP	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
C10orf104	1	1	1	1	1	1	1	1	1	1	1	1
SFXN4	0	0	0	0	0	0	1	1	0	0	0	0
GYLTL1B	1	1	1	1	1	1	1	1	1	1	1	1
SLC36A4	0	0	0	1	0	0	1	0	0	0	0	0
TMEM45B	1	0	0	0	1	0	0	1	0	0	0	1
CYP2R1	0	0	0	0	0	1	0	1	0	0	0	0
LOC120364	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AMICA1	1	1	1	0	1	0	1	1	0	0	0	0
DNAJC24	0	0	0	1	0	0	1	0	0	0	0	0
C11orf46	1	1	1	1	1	1	1	1	1	1	1	1
C12orf45	0	0	0	0	0	0	0	1	0	1	1	0
SLC15A4	1	0	0	0	0	0	0	0	1	0	0	0
RHEBL1	0	0	0	0	0	0	1	0	0	0	0	0
GTSF1	1	1	1	1	1	1	1	1	1	1	1	1
NEDD1	0	1	0	1	0	0	0	0	0	1	0	0
IKBIP	0	0	0	0	1	0	0	0	1	0	0	0
ERP27	1	0	0	1	0	0	0	0	1	0	0	1
AEBP2	1	1	0	1	1	0	0	0	0	0	0	0
BTBD11	1	1	0	1	1	0	0	1	0	0	0	0
ALKBH2	0	1	0	0	0	0	0	0	0	0	0	0
UNQ1887	1	1	1	1	1	1	1	1	1	1	1	1
RP11-431O22.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SLAIN1	1	1	1	1	0	0	1	0	0	0	0	0
ANKRD9	0	0	0	0	0	0	0	1	1	0	0	0
IFI27L1	1	1	1	1	1	1	1	1	1	1	1	1
C14orf28	1	1	1	1	1	1	1	1	1	1	1	1
TRAPPC6B	0	0	1	0	0	0	0	1	0	0	0	0
RPLP0P3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ADSSL1	0	0	0	0	0	0	0	1	0	0	0	0
MRPL52	0	0	0	0	0	0	0	0	0	0	0	1
PPIL5	1	1	1	1	1	1	1	1	1	1	1	1
KLHDC1	0	0	0	0	0	0	0	1	0	0	0	0
NAT12	1	1	1	1	1	1	1	1	1	1	1	1
GPHB5	1	1	1	1	1	1	1	1	1	1	1	1
ISCA2	0	1	0	0	0	0	0	0	0	0	0	0
ACOT4	0	0	0	0	0	0	0	1	0	0	0	1
TC2N	1	0	0	0	0	0	1	1	0	0	0	0
SLC25A29	1	1	1	1	1	1	1	1	1	1	1	1
LEO1	0	0	1	0	0	0	0	1	0	0	0	0
C15orf40	0	0	0	0	1	0	0	0	1	1	1	0
MTFMT	1	0	0	0	0	0	0	0	0	1	0	0
TARSL2	1	0	1	0	0	0	0	0	0	0	0	0
LRRC28	1	0	0	0	0	0	0	0	0	0	0	0
NIPA1	0	1	0	0	0	0	0	0	0	0	0	0
WHAMM	0	0	0	0	1	0	1	0	0	0	0	0
NTAN1	1	1	1	1	1	1	1	1	1	1	1	1
C16orf63	1	1	1	1	1	1	1	1	1	1	1	1
DCUN1D3	0	0	1	0	1	0	0	0	0	0	0	0
NRN1L	1	1	1	1	1	1	1	1	1	1	1	1
CMTM3	1	0	1	1	1	0	0	1	0	0	0	1
SPATA2L	0	0	0	0	0	0	0	1	0	0	0	0
C16orf55	1	1	1	1	1	1	1	1	1	1	1	1
NOXO1	1	1	1	1	1	1	1	1	1	1	1	1
IQCK	1	0	0	0	0	0	0	0	1	0	1	1
ZC3H18	1	1	0	1	1	0	0	1	1	0	0	0
ANKS3	0	0	0	0	0	0	0	1	0	0	1	0
FAM100A	1	1	1	1	1	1	1	1	1	1	1	1
ZNF720	0	0	0	1	0	0	0	0	0	0	0	0
TMEM219	0	1	0	0	0	0	0	0	0	0	0	0
EARS2	0	0	0	0	0	0	0	1	0	0	0	0
SNX20	0	1	0	1	0	0	0	1	0	0	0	1
TMEM170A	0	0	1	0	0	0	0	0	0	0	0	0
C17orf95	1	1	1	1	1	1	1	1	1	1	1	1
OR4D2	0	1	0	0	0	0	0	1	0	0	0	0
MSI2	1	1	0	0	1	0	1	1	1	1	1	1
SLC38A10	1	0	0	0	0	0	1	0	0	0	0	0
CANT1	1	1	1	1	1	1	1	1	1	1	1	1
CD300LB	1	1	1	1	1	1	1	1	1	1	1	1
OVCA2	1	1	1	1	1	1	1	1	1	1	1	1
HEXIM2	0	0	0	1	1	0	0	1	1	0	0	0
LSM12	1	1	0	0	0	0	0	0	0	0	0	0
CCDC43	0	0	0	0	0	0	0	1	0	0	0	0
FLJ25006	1	1	1	1	1	1	1	1	1	1	1	1
CYB5D2	0	0	0	0	0	0	0	1	0	0	0	1
C17orf49	1	1	1	1	1	1	1	1	1	1	1	1
GGT6	0	0	0	0	0	0	1	0	0	0	1	0
SPNS2	0	0	0	0	0	0	0	1	0	0	0	0
MRPL10	0	1	0	0	0	0	1	0	0	0	0	0
WDR81	0	0	0	0	0	0	0	1	0	0	0	0
TBC1D16	0	0	0	1	1	0	1	1	0	0	0	0
GJD3	0	0	0	0	1	0	0	0	0	0	0	0
NCRNA00188	1	1	1	1	1	1	1	1	1	1	1	1
ZSWIM7	1	0	0	0	0	0	0	1	0	0	0	1
SMCR7	1	1	1	1	1	1	1	1	1	1	1	1
C18orf19	1	1	1	1	1	1	1	1	1	1	1	1
INO80C	0	0	1	0	0	0	0	0	0	0	0	0
TTC39C	1	0	0	1	1	0	1	1	0	0	0	0
ZNF543	0	0	0	0	0	0	0	1	0	0	0	0
CEACAM20	1	1	1	1	1	1	1	1	1	1	1	1
COX6B2	1	1	1	1	1	1	1	1	1	1	1	1
C19orf70	1	1	1	1	1	1	1	1	1	1	1	1
TRAPPC5	0	0	0	0	0	0	0	1	0	0	0	0
PCP2	1	1	1	1	1	1	1	1	1	1	1	1
OSCAR	1	1	1	1	1	1	1	1	1	1	1	1
ZNF813	0	0	1	0	0	0	0	0	0	0	0	0
ZNF440	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
C19orf39	1	1	1	1	1	1	1	1	1	1	1	1
CCDC159	1	1	1	1	1	1	1	1	1	1	1	1
JOSD2	1	1	1	1	1	1	1	1	1	1	1	1
ALDH16A1	0	1	0	0	0	0	1	0	0	0	0	1
NTN5	1	1	1	1	1	1	1	1	1	1	1	1
LOC126170	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ZNF787	0	0	0	1	0	0	1	1	0	0	0	0
ZNF573	1	1	1	1	1	1	1	1	1	1	1	1
TMIGD2	1	0	0	0	0	0	0	1	0	0	0	0
EID2B	1	1	1	1	1	1	1	1	1	1	1	1
TNFAIP8L1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF57	1	1	1	1	1	1	1	1	1	1	1	1
ZNF428	0	0	0	0	1	0	0	1	0	0	0	0
MOBKL2A	1	1	1	1	1	1	1	1	1	1	1	1
C19orf28	1	1	1	1	1	1	1	1	1	1	1	1
NDUFA11	0	0	0	0	0	0	0	1	0	0	0	0
ZNF792	1	0	1	0	0	0	0	1	0	0	0	0
NR2C2AP	1	1	1	1	1	1	1	1	1	1	1	1
HSPB6	1	1	1	1	1	1	1	1	1	1	1	1
GABPB2	1	1	1	1	1	1	1	1	1	1	1	1
C1orf96	1	1	1	1	1	1	1	1	1	1	1	1
PUSL1	1	1	1	1	1	1	1	1	1	1	1	1
B3GALT6	1	1	1	1	1	1	1	1	1	1	1	1
IFFO2	1	1	1	0	1	0	1	1	0	0	1	1
ATXN7L2	1	1	1	1	1	1	1	1	1	1	1	1
LYPLAL1	0	0	0	0	0	0	1	0	0	0	0	0
TYW3	1	1	1	1	1	1	1	1	1	1	1	1
TPRG1L	0	0	0	0	0	0	0	1	0	0	0	0
C1orf93	1	1	1	1	1	1	1	1	1	1	1	1
ZNF684	1	1	1	1	1	1	1	1	1	1	1	1
C1orf83	1	1	1	1	1	1	1	1	1	1	1	1
LRRC39	1	1	1	1	1	1	1	1	1	1	1	1
RNF19B	1	1	0	0	0	0	0	1	0	0	1	0
DCST2	1	1	1	1	1	1	1	1	1	1	1	1
C1orf122	0	0	0	1	0	0	0	1	0	0	0	0
OSCP1	1	0	0	0	0	0	0	0	0	0	0	0
ARL8A	1	0	0	0	0	0	0	1	0	0	0	0
UHMK1	0	0	0	0	0	0	0	1	1	0	0	0
FCRLB	0	0	0	0	1	0	0	0	0	0	0	0
C1orf131	1	0	0	0	0	0	0	0	0	0	0	0
LIX1L	1	0	0	0	0	0	0	0	0	0	0	0
EDARADD	1	1	1	0	0	0	0	1	1	0	0	1
C1orf182	1	1	1	1	1	1	1	1	1	1	1	1
IQGAP3	0	0	0	0	1	0	0	1	0	0	0	0
APOA1BP	0	0	0	0	0	0	0	1	0	0	0	0
ARHGEF19	0	0	0	1	0	0	0	1	1	0	0	0
MRPL55	1	1	1	1	1	1	1	1	1	1	1	1
HIST3H2BB	0	0	1	0	0	0	1	0	0	0	0	0
DRAM2	0	0	0	0	0	0	0	1	0	1	0	0
C1orf162	1	0	1	0	1	0	0	0	0	0	0	1
TATDN3	0	0	1	0	0	0	1	0	0	0	0	0
BHLHE23	0	0	0	0	0	0	0	1	0	0	0	0
SNHG11	1	1	1	1	1	1	1	1	1	1	1	1
FITM2	0	0	0	0	0	0	0	0	0	1	0	0
TSHZ2	1	1	0	0	0	0	1	1	1	0	1	0
ZNF831	1	1	1	0	1	0	0	0	0	0	1	1
TBC1D20	1	0	0	0	1	0	0	0	1	0	1	0
